"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
-5.14464285714286,-3.9827380952381,-8.91768707482993,-4.73653273809524,-16.7915584415584,-12.3198214285714,-14.8160714285714,-15.5931405895692,3.40416666666667,-0.588541666666667,3.75025510204082,0.223411784068466,7.01714285714286,1.3375,-4.49458971088435,-1.69295634920635,0.91792328042328,-0.847527472527473,8.82027529761905,5.34184253246753,15.3340277777778,-0.0153617216117213,2.92265625,0.118407738095238,9.50502717391304,-8.71277472527473,-9.21125,-8.84321428571429,-11.746218487395,-9.50416666666667,-12.151755952381
-5.43571428571429,-3.83779761904762,-7.92380952380952,-3.19784226190476,-15.2792410714286,-11.0389880952381,-14.4641741071429,-16.878514739229,5.24375,0.580208333333333,3.5515306122449,1.61421988150099,7.73625,2.38964285714286,-3.00616496598639,-0.459722222222222,2.58928571428571,1.01021062271062,9.44140625,7.6711038961039,15.4430555555556,0.899473443223443,4.00725446428571,2.32681547619048,10.4541149068323,-7.22967032967033,-7.20160714285714,-8.19988095238095,-10.4372899159664,-6.60714285714286,-12.3058482142857
-4.21785714285714,-2.1375,-6.55735544217687,-2.35610119047619,-15.9811318277311,-5.84666666666667,-10.6375558035714,-15.4672902494331,8.46458333333333,3.84776785714286,6.47066326530612,4.05344902073733,10.2464732142857,5.14142857142857,-0.170982142857143,1.57539682539683,3.68627278071723,2.90384615384615,12.4131324404762,8.29533279220779,17.6113095238095,1.15425824175824,4.28102678571429,4.79971726190476,11.3631405279503,-8.66153846153846,-6.40053571428571,-8.88940476190476,-2.21081932773109,-7.85833333333333,-11.7674206349206
-2.6375,-3.21815476190476,-7.35335884353742,-2.94330357142857,-16.2926136363636,-8.14529761904762,-12.233984375,-15.8640589569161,9.16666666666667,3.70520833333333,9.20858843537415,3.49697169190257,13.0867857142857,6.28982142857143,-0.908067602040816,0.596577380952381,3.86375661375661,3.63296703296703,14.5334185606061,10.3853084415584,20.9173611111111,1.39180402930403,4.73348214285714,5.54912202380952,11.0868206521739,-9.8168956043956,-6.30375,-8.24662698412698,-11.8276260504202,-8.23214285714286,-11.7279513888889
-5.27142857142857,-2.54434523809524,-7.09604591836735,-1.88065476190476,-15.317058982684,-10.8402976190476,-15.4407366071429,-17.2573129251701,7.56041666666667,2.3328125,7.94115646258503,1.81871296905859,11.1663392857143,5.86625,-1.73461947278912,-0.902132936507936,2.81679894179894,3.76813186813187,13.959375,10.8804383116883,21.8215277777778,2.73379120879121,6.09430803571429,6.68016369047619,11.378299689441,-7.9532967032967,-7,-6.50813492063492,-10.574474789916,-5.27142857142857,-11.3731696428571
-6.2875,-3.36636904761905,-6.77546768707483,-1.87909226190476,-14.7905724789916,-10.5756547619048,-14.8912946428571,-18.9691326530612,6.80416666666667,2.61979166666667,7.75195578231293,2.65739795918367,11.4563392857143,6.69267857142857,-1.65913052721088,0.384077380952381,3.455291005291,3.83356227106227,13.3791666666667,10.5430194805195,21.8208333333333,3.43807234432234,5.696875,7.18723214285714,13.3021156832298,-6.36634615384615,-5.96589285714286,-7.2756746031746,-9.01764705882353,-4.73214285714286,-11.9557242063492
-1.97857142857143,-1.67559523809524,-6.45284863945578,-1.48229166666667,-15.5571293290043,-9.55345238095238,-13.37421875,-18.1194444444444,6.73958333333333,3.39791666666667,8.00297619047619,2.48474325213957,11.7851785714286,6.07321428571429,-1.47250212585034,0.00744047619047613,3.27843915343915,3.8577380952381,14.7680803571429,11.0280438311688,22.8298611111111,3.73157051282051,6.64698660714286,6.00489583333333,13.8231366459627,-6.96813186813187,-5.45785714285714,-8.54984126984127,-9.85262605042017,-6.58333333333333,-12.226994047619
-6.34642857142857,-3.47678571428571,-7.81186224489796,-1.92113095238095,-14.7755546536797,-10.9794642857143,-14.65703125,-8.2219671201814,5.94791666666667,2.771875,6.64039115646259,2.10376069782752,10.529375,5.24214285714286,-1.97125850340136,0.298462301587302,2.75820105820106,2.70444139194139,13.3440104166667,8.91659902597403,22.5465277777778,2.31050824175824,5.38002232142857,4.00614583333333,10.3207492236025,-9.02472527472528,-6.02767857142857,-9.65345238095238,-11.8984243697479,-8.2827380952381,-12.5827132936508
-6.0375,-1.54940476190476,-7.06024659863946,-2.25119047619048,-10.7505411255411,-5.66809523809524,-9.030859375,-10.8583049886621,4.71875,0.903645833333333,5.68767006802721,0.469131624423963,11.0559375,5.2025,-2.27783801020408,-2.43978174603175,0.52989417989418,2.47692307692308,13.813318452381,8.66672077922078,22.6791666666667,1.86785714285714,3.50111607142857,5.51248511904762,11.6625776397516,-8.41991758241758,-6.74607142857143,-8.32623015873016,-11.9024159663866,-6.80416666666667,-11.4466121031746
-2.77857142857143,-0.640178571428571,-4.08035714285714,-3.10803571428571,-10.9881764069264,-5.42494047619048,-9.31824776785714,-13.2395408163265,6.4375,2.6671875,7.50977891156463,2.29223996050033,12.5743303571429,5.97767857142857,-0.775361394557823,-0.466666666666667,1.49113756613757,2.75274725274725,15.5425223214286,10.0722808441558,22.9236111111111,1.62271062271062,4.49877232142857,5.74717261904762,12.0360248447205,-9.03942307692308,-5.0625,-8.24837301587302,-13.3918067226891,-8.2875,-11.0851984126984
-2.62678571428571,-1.08392857142857,-4.44468537414966,-2.63355654761905,-10.3673975840336,-3.5525,-8.41060267857143,-13.750141723356,7.375,3.51607142857143,8.65178571428571,2.39171226958525,12.5441964285714,5.90071428571429,0.0790072278911566,0.238144841269841,2.49714590964591,3.6896978021978,16.3006324404762,11.2156655844156,22.764880952381,2.13571428571428,5.30290178571429,7.07254761904762,12.2134316770186,-8.09519230769231,-5.61428571428571,-6.27727777777778,-12.4314075630252,-5.9702380952381,-11.0011607142857
-3.43392857142857,-2.86994047619048,-3.93137755102041,-1.37068452380952,-10.3916531385281,-2.89494047619048,-8.220703125,-14.0758219954649,5.7125,2.71614583333333,8.29897959183674,2.51956879526004,12.3615178571429,7.26946428571429,-0.032047193877551,0.604414682539683,2.7343253968254,4.64207875457875,16.7239583333333,12.4650162337662,22.3118055555556,2.36595695970696,5.70200892857143,7.68763095238095,12.4389751552795,-6.11538461538462,-4.8475,-5.68238095238095,-11.0608193277311,-4.89821428571429,-10.0373462301587
-1.90892857142857,-1.98809523809524,-4.1062074829932,-0.17514880952381,-11.082418592437,-5.63785714285714,-9.41227678571429,-14.1384070294785,4.64166666666667,2.17008928571429,7.08860544217687,3.3290034562212,12.5796875,7.90410714285714,-1.30622792386185,2.03020833333333,4.75824175824176,5.06405677655678,16.4496279761905,12.9132305194805,22.552380952381,3.21485805860806,6.57466517857143,6.62796130952381,12.4404697204969,-4.7043956043956,-3.58107142857143,-5.87809523809524,-9.49674369747899,-4.77678571428571,-10.5545535714286
-1.62142857142857,-0.163095238095238,-4.26909013605442,-0.338095238095238,-14.512270021645,-4.83744047619048,-8.05719866071429,-13.0782029478458,8.01875,3.59166666666667,7.45255102040816,3.53149275839368,13.2878571428571,7.98142857142857,-0.211192602040816,2.1765376984127,4.52513227513228,4.96694139194139,17.2699404761905,24.176461038961,22.5430555555556,3.65586080586081,6.50279017857143,5.32508928571429,12.3146156832298,-6.39958791208791,-3.80267857142857,-6.7077380952381,-11.0390756302521,-6.07440476190476,-10.5791121031746
-5.67142857142857,-5.49494047619048,-9.18056972789116,-3.43258928571429,-16.5423295454545,-11.5869047619048,4.54001116071428,-16.5712301587302,5.52083333333333,0.883333333333333,6.66947278911565,0.446272218564845,10.9646428571429,5.71357142857143,-5.23739370748299,-1.73546626984127,2.78174603174603,15.0507326007326,14.7715773809524,10.1244724025974,21.9423611111111,0.736881868131869,6.26183035714286,3.86950892857143,10.5821816770186,-10.031456043956,-8.99142857142857,-9.11809523809524,-14.953781512605,-12.2172619047619,-9.9243253968254
-4.44821428571429,-2.47083333333333,-5.98176020408163,-4.13400297619048,-13.7027179621849,-7.4814880952381,-11.6423549107143,-19.1734693877551,2.6125,-0.821354166666667,4.48010204081633,-1.0593564845293,7.96700892857143,3.70642857142857,-3.45357142857143,-0.548164682539683,1.7271164021164,1.99574175824176,11.7693080357143,7.97073863636364,19.0201388888889,0.713919413919414,5.88470982142857,3.58358630952381,9.57996894409938,-8.07733516483517,-7.52071428571429,-8.26626984126984,-12.7163865546218,-10.1434523809524,-8.58116865079365
-1.81428571428571,-0.629464285714286,-3.83465136054422,-1.26934523809524,-12.3121347402597,-7.67422619047619,-15.3906808035714,-21.796485260771,3.55208333333333,1.10729166666667,5.03163265306122,2.27829163923634,8.28138392857143,4.76892857142857,1.74248511904762,3.04384920634921,3.96071428571429,4.1926282051282,12.2025669642857,9.95349025974026,18.18125,2.73138736263736,7.14296875,5.32083333333333,10.834200310559,-5.05054945054945,-5.68928571428571,-4.8990873015873,-9.45546218487395,-4.89345238095238,-8.06602182539683
0.557142857142857,0.395535714285714,-2.70361394557823,-0.252455357142857,-11.662242965368,-5.96785714285714,-12.290625,-18.2461451247166,7.16666666666667,4.43541666666667,7.1593537414966,6.66764318630678,10.1947321428571,7.64285714285714,2.27587159863946,3.53968253968254,3.84444444444444,6.74464285714286,13.8416666666667,11.8626217532468,20.5965277777778,3.6029304029304,6.26618303571429,7.57613095238095,12.7445263975155,-7.12541208791209,-2.92928571428571,-5.8106746031746,-11.2213235294118,-3.89702380952381,-8.3959871031746
1.13571428571429,0.842559523809523,-3.10021258503401,0.517633928571429,-12.2019345238095,-5.33315476190476,-10.2658482142857,-15.1268140589569,8.19791666666667,4.70729166666667,10.1187925170068,3.96941244239631,12.9148660714286,9.13785714285714,0.603709608843537,1.71582341269841,4.4646164021164,6.52889194139194,16.837462797619,14.4538555194805,22.1159722222222,2.86721611721612,7.22633928571429,7.47373511904762,12.2634316770186,3.96964285714286,-3.77571428571429,-6.53305555555556,-12.4401260504202,-5.01488095238095,-8.1563244047619
20.1964285714286,-0.111607142857143,-2.76169217687075,-1.74933035714286,-10.4336625180375,-5.2235119047619,-9.86612723214286,-16.9013888888889,4.70833333333333,2.128125,7.10926870748299,1.72425115207373,10.5821428571429,6.55464285714286,-0.723469387755102,1.49508928571429,4.42328042328042,4.56648351648352,15.4058407738095,12.1274350649351,21.9361111111111,1.77184065934066,6.31171875,4.29504464285714,10.8946816770186,-6.35467032967033,-6.42642857142857,-9.94904761904762,-15.8739495798319,-8.26071428571429,-8.51256448412698
22.1375,2.36369047619048,-0.761139455782313,-1.60915178571429,-8.52827380952381,-3.04803571428571,-8.01612723214286,-15.1560657596372,4.16458333333333,2.19322916666667,5.47372448979592,2.21445029624753,7.58508928571429,5.64625,1.08389668367347,2.81205357142857,4.93862433862434,4.12953296703297,12.1240699404762,9.59801136363636,18.6069444444444,1.25189594356261,5.16808035714286,4.35568452380952,10.3429153726708,-5.21758241758242,-5.40910714285714,-8.9377380952381,-7.31081932773109,-6.53392857142857,-8.84187996031746
2.81428571428571,3.43452380952381,0.334778911564626,5.34293154761905,-8.35326943277311,-2.64684523809524,-5.04809151785714,-11.5399092970522,5.16666666666667,3.15104166666667,6.22312925170068,3.62726094470046,6.67928571428571,5.55125,2.38451318027211,6.02991071428571,6.86395502645503,6.28791208791209,11.8452380952381,11.2727678571429,17.6013888888889,2.12847985347985,6.22220982142857,6.08358630952381,11.183501552795,-4.85480769230769,-2.70160714285714,0.678174603174603,-12.505987394958,-5.17261904761905,-8.91573412698413
