0,96.07188359,239.4602647,407.3105504,424.5428009,630.7240409,867.2130109,1056.84629,1041.98677,860.7032239,1102.843172,897.8402657,1527.525353,1242.833485,356.9374695,620.2232134,1041.318419,1316.040875,1856.641237,2047.263134,2249.544618,1419.309217,1505.931261,1729.626869,2068.30649,2559.149108,907.8513338,1184.730139,1340.820261,884.2018798,2433.954667
96.07188359,0,269.6415838,449.756192,514.9020495,588.2234363,841.3250302,1043.143646,955.6143519,787.5073263,1023.221822,834.9085038,1456.577505,1191.059346,291.8483724,606.324683,1002.032587,1283.578049,1814.034654,2027.088042,2216.891202,1429.155172,1531.284784,1727.502462,2079.097781,2613.907141,934.941216,1245.072127,1406.64448,955.9701528,2525.533547
239.4602647,269.6415838,0,181.3723145,370.1684374,856.7836595,1103.197971,1296.021201,997.8213897,766.8724632,1024.860591,769.5800601,1409.219446,1077.169394,299.679705,404.4449293,853.9041145,1113.48309,1666.783802,1825.762449,2042.487788,1180.441179,1267.979304,1494.787357,1829.101497,2346.643463,670.0746222,983.2705343,1150.344309,712.9473255,2340.053735
407.3105504,449.756192,181.3723145,0,336.8091911,1034.318237,1274.413631,1460.068393,1087.989417,830.4402846,1090.419974,803.513741,1432.783344,1060.762797,434.241203,356.1401406,818.1699636,1048.91016,1611.540691,1722.777412,1961.194217,1034.649549,1102.438743,1364.225703,1678.368611,2165.286139,505.6902833,803.4940448,973.1508372,547.8894649,2204.166077
424.5428009,514.9020495,370.1684374,336.8091911,0,1000.43446,1187.976472,1334.526926,1367.976655,1132.808836,1392.178032,1123.587024,1759.767736,1396.951391,665.9443564,692.7658909,1154.951627,1380.141562,1943.750447,2026.52841,2280.502812,1290.398405,1304.904963,1639.078057,1911.117377,2219.858499,745.9394471,848.6172198,978.0113514,514.2807528,2010.676723
630.7240409,588.2234363,856.7836595,1034.318237,1000.43446,0,279.1410393,507.3214584,1164.299174,1134.904187,1291.552239,1234.199216,1757.892283,1615.020885,782.2785566,1163.845614,1483.005097,1774.794306,2254.535908,2540.07037,2688.117077,2004.204721,2117.791121,2283.709297,2652.687704,3188.810467,1522.688037,1812.437856,1962.756887,1500.371983,2932.570603
867.2130109,841.3250302,1103.197971,1274.413631,1187.976472,279.1410393,0,231.0080234,1422.407029,1410.248867,1556.114298,1512.041179,2021.561384,1892.829858,1057.182078,1433.209598,1761.985995,2053.73691,2532.164056,2818.553565,2966.936975,2268.639918,2370.927431,2555.786451,2918.287955,3403.139634,1773.236602,2025.826314,2165.006847,1700.472931,3028.147148
1056.84629,1043.143646,1296.021201,1460.068393,1334.526926,507.3214584,231.0080234,0,1651.45224,1640.857444,1786.417079,1741.499353,2251.525437,2122.323718,1275.849369,1644.195201,1986.97946,2278.424963,2761.814746,3041.370791,3194.989792,2471.869045,2562.017778,2767.786644,3121.766317,3553.894855,1964.132259,2182.039676,2310.588933,1848.456352,3076.889898
1041.98677,955.6143519,997.8213897,1087.989417,1367.976655,1164.299174,1422.407029,1651.45224,0,286.0578286,157.7601814,394.0140062,602.9364733,632.8400365,707.2286346,825.2573137,686.7248473,906.1201813,1206.258207,1617.440489,1662.818972,1426.106745,1650.334018,1544.541388,1970.373065,2902.198605,1237.976381,1733.600044,1919.795195,1592.948817,3272.943929
860.7032239,787.5073263,766.8724632,830.4402846,1132.808836,1134.904187,1410.248867,1640.857444,286.0578286,0,260.3234868,134.6334467,669.3621086,491.5204189,504.6692897,543.1183038,449.2518051,713.3652756,1125.717572,1469.0862,1570.227477,1170.881187,1383.709919,1328.724172,1748.348884,2629.878311,952.106277,1447.774308,1633.946564,1315.757478,2995.301617
