,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2019-01-21 00:00:00,0.3374726,0.11051636000000001,0.24967936000000002,0.212493129,1.0207764,0.28985489999999997,0.12835673,0.040405714,0.0118938657,0.5891579,0.3944673,0.0516203,0.06182393971,0.7625183,0.602246689,0.26021221289999996,0.192449614,0.3911741,0.576738903,0.0521315597,0.186808577,0.23826157,0.56285206,0.32389057,0.18670574286,0.403649659,0.10951422999999999,0.1558350999,0.11241623,0.0541591529,0.3563484,0.1391052146,0.6198389,0.3765455,0.17338125699999998,0.729004227,0.28067354,0.134219344,0.79640944,0.0352960531,0.214134196,0.0485760719,0.29998452999999997,1.8065981,0.189797446,0.020611388999,0.30518141,0.24618336999999998,0.3183396,0.338955369,0.183077886
2019-01-22 00:00:00,0.350274783,0.1104272,0.24809513,0.21679784259999998,1.0275161,0.29346126,0.127306567,0.040633857,0.0118942241,0.5917472,0.40732029999999997,0.05291879,0.06249284671,0.7820079999999999,0.610840673,0.2635872429,0.198081942,0.39864031,0.5948809899999999,0.051142611,0.187472419,0.2347591,0.5724674399999999,0.32773987,0.19337891386,0.41091564599999997,0.10888053290000001,0.1599329004,0.11340796,0.0538202289,0.3549915,0.1433208147,0.6195982,0.38376880999999996,0.1747605719,0.742326886,0.29380259,0.13482073,0.80101153,0.0347773657,0.217808686,0.0493377281,0.30961162999999997,1.8717229,0.19000871,0.020322422997,0.30654813999999997,0.24766767,0.3221113,0.345508396,0.18462702971
2019-01-23 00:00:00,0.36198724,0.10954011,0.24644271,0.2196980146,1.0284136,0.29387427,0.128509729,0.041048427,0.012075269900000001,0.5972071,0.4212072,0.05326529,0.06283834471,0.8029503,0.6202264529999999,0.2666148829,0.1989019,0.40656032999999997,0.605562483,0.0508917313,0.190536989,0.2362063,0.58277946,0.3291866,0.19964402886,0.411836646,0.1082294129,0.1606602997,0.11414033,0.05415395,0.3599172,0.144385514,0.6249738,0.3925434,0.17516365671,0.759400803,0.2951063529,0.136314581,0.81610693,0.0350872673,0.222632254,0.0489564433,0.31686094,1.8998968999999999,0.19026606,0.020276611427,0.31219557,0.24914909,0.328147386,0.353093416,0.18588178843
2019-01-24 00:00:00,0.360766653,0.10815716,0.24597547,0.21583189960000002,1.0330589,0.29499931,0.128668543,0.04152556,0.012237373900000001,0.6042595,0.4234205,0.05244295,0.06323882414,0.8028156000000001,0.614958511,0.2646389671,0.1942242284,0.40196109999999996,0.596643229,0.0506339367,0.19195261,0.23736191,0.57629333,0.32777606,0.19596057186,0.401582619,0.1072253457,0.157697014,0.11433469,0.0542263116,0.3639633,0.1443733999,0.6254811,0.39935541,0.17204122857,0.755655927,0.2878474271,0.136599617,0.81778496,0.035282841700000005,0.227052371,0.048458411300000004,0.31133653,1.8670495,0.190723643,0.02021298586,0.3166006,0.24902093,0.3254003,0.350646747,0.18624380000000001
2019-01-25 00:00:00,0.354811754,0.10648703,0.24787784,0.21254221410000002,1.0360859,0.29575146,0.12335206900000001,0.040195976,0.011710670099999999,0.5996892,0.4162265,0.0511444,0.06348791429,0.7824933,0.6018958010000001,0.2603702171,0.192245415,0.39014077,0.584596144,0.0495812729,0.18668844099999998,0.2275346,0.56436906,0.3243522,0.18978262857,0.394387371,0.1066945571,0.1558776714,0.11491297,0.052593942899999996,0.35413429999999996,0.14484085743,0.6081326,0.38074731,0.16990404286,0.729832861,0.2865163557,0.136232139,0.79352159,0.0335449984,0.22013047,0.0481065553,0.30035521,1.8554744,0.192851513,0.019815069,0.31030957,0.24726305999999998,0.3112005004286,0.344155999,0.188318839
2019-01-26 00:00:00,0.354269233,0.10600561,0.24656299,0.21470622843,1.0284268,0.30289499000000003,0.12008541699999999,0.039579096,0.011343717100000001,0.6021683999999999,0.4123957,0.05034789,0.06361209699999999,0.7864367,0.600717667,0.26195507290000003,0.197795814,0.38796179,0.585600897,0.049531686000000005,0.18301480399999998,0.22192072999999998,0.55963448,0.32735717,0.18988798557,0.399783953,0.1067262386,0.160598857,0.1133917,0.052014016999999996,0.3499431,0.14627772843,0.5925295,0.36878941,0.17128812843,0.718517126,0.2989071243,0.136201026,0.78109993,0.0325117126,0.214390359,0.0486092733,0.29955219,1.9284006,0.193216897,0.019611953140000003,0.30882887,0.24724677,0.3010676714286,0.347137757,0.190008596
2019-01-27 00:00:00,0.366963914,0.10649564,0.24403973,0.21911378614,1.0160727999999999,0.30524404,0.11945159699999999,0.040838961,0.0116950387,0.6147524,0.4271388,0.05111479,0.06406639829,0.8192666,0.620790011,0.26840275286,0.2016901853,0.40141434,0.6006514700000001,0.0489490431,0.18691355599999998,0.22007577,0.5847930299999999,0.33594636,0.1986703,0.40890704099999997,0.10686081859999999,0.16361675709999998,0.11141981000000001,0.051520765,0.35539429999999994,0.14597054243,0.6019332000000001,0.38146296,0.17423864286,0.752886104,0.3022948571,0.13677831000000001,0.80595914,0.0321787616,0.21980160299999998,0.0489429297,0.31194443,1.9402877,0.192170571,0.01970856243,0.31554481,0.24895043,0.30920072842859997,0.357730374,0.190315217
2019-01-28 00:00:00,0.371102127,0.10737363,0.24047716,0.22337784256999998,1.007923,0.30427154,0.12869034599999998,0.04334232,0.0128834053,0.624553,0.43562609999999996,0.05211139,0.06418965714,0.8463527,0.640977443,0.27485335286,0.205550614,0.41245423,0.60900986,0.051165257,0.19849383099999998,0.2373018,0.62090548,0.34475357,0.199383485286,0.416643924,0.10624384569999999,0.16788264330000002,0.11046338,0.054360114,0.3793724,0.14509860043,0.6460706,0.40692186,0.17877837157,0.791012433,0.3042233586,0.13780773,0.85454743,0.0350757159,0.229948354,0.0491291859,0.31526549,1.939001,0.19175361100000002,0.02086988844,0.33169591,0.24974243999999998,0.3248090424286,0.36712189,0.1882405454
2019-01-29 00:00:00,0.368543589,0.10752671,0.24155503,0.2172649861,1.0049323000000001,0.30054809,0.133997306,0.04340742,0.0136554561,0.6191166,0.4276433,0.05154256,0.06417005829,0.8389505,0.63638117,0.27519718286,0.20498882899999998,0.41200627,0.5976951189999999,0.0530105004,0.20105617,0.24617507000000002,0.62672726,0.34206989,0.192454329,0.410523961,0.1020641414,0.16638891390000002,0.10940943,0.0548873586,0.3927957,0.1439840146,0.6653663,0.40776369,0.17743744257,0.8043123560000001,0.29364407600000003,0.139066661,0.87376619,0.0367060943,0.230527544,0.0484627431,0.30875447,1.8895513000000002,0.192447757,0.02134783884,0.33543821,0.24965541,0.3298447004286,0.365678424,0.18743502986
2019-01-30 00:00:00,0.35772761399999997,0.10811886999999999,0.24144857,0.208418829,0.9984224,0.29772156,0.135761873,0.04325105,0.014101384,0.6068936,0.4129547,0.05128771,0.063807097,0.8142013,0.622860224,0.26976854286,0.19873015700000002,0.40231671,0.586134654,0.0537625799,0.20015066,0.24863100000000002,0.61458295,0.33395755,0.1859205,0.400565861,0.09801939,0.1596791997,0.10818229,0.0543631181,0.3978166,0.1433864429,0.6700606,0.39704494,0.17164901471,0.799292653,0.28133684600000003,0.139463654,0.87009291,0.0372493627,0.226381641,0.047980629000000004,0.2994558,1.8269979,0.19153553,0.02142064759,0.33386326,0.24938386,0.3217613284286,0.354320853,0.1864247167
